AY603973	clade	WA
AY741551	clade	WA
AY753185	clade	WA
DQ011153	clade	WA
DQ011154	clade	CA
DQ011156	clade	WA
DQ011157	clade	WA
FV537349	clade	CA
FV537350	clade	CA
FV537351	clade	CA
FV537352	clade	CA
HM172544	clade	CA
HQ857562	clade	CA
HQ857563	clade	CA
JX878407	clade	CA
JX878408	clade	CA
JX878409	clade	CA
JX878410	clade	CA
JX878411	clade	CA
JX878412	clade	CA
JX878413	clade	CA
JX878414	clade	CA
JX878415	clade	CA
JX878416	clade	CA
JX878417	clade	CA
JX878418	clade	CA
JX878419	clade	CA
JX878420	clade	CA
JX878421	clade	CA
JX878422	clade	CA
JX878423	clade	CA
JX878424	clade	CA
JX878425	clade	CA
JX878426	clade	CA
JX878427	clade	CA
JX878428	clade	CA
JX878429	clade	CA
KC257459	clade	CA
KC257460	clade	CA
KJ136820	clade	WA
KJ642612	clade	CA
KJ642613	clade	CA
KJ642614	clade	WA
KJ642615	clade	WA
KJ642616	clade	WA
KJ642617	clade	WA
KJ642618	clade	CA
KJ642619	clade	CA
KP849469	clade	CA
KP849470	clade	WA
KP849471	clade	CA
MG693724	clade	WA
MK783028	clade	WA
MK783029	clade	WA
MK783030	clade	WA
MK783031	clade	WA
MK783032	clade	WA
MN346690	clade	WA
MN346692	clade	WA
MN346693	clade	WA
MN346694	clade	WA
MN346695	clade	WA
MN346696	clade	WA
MN346698	clade	WA
MN346699	clade	WA
MN346700	clade	WA
MN346702	clade	WA
MN648051	clade	WA
MN702444	clade	CA
MN702445	clade	CA
MN702446	clade	CA
MN702447	clade	CA
MN702448	clade	CA
MN702449	clade	CA
MN702450	clade	CA
MN702451	clade	CA
MN702452	clade	CA
MN702453	clade	CA
MT724769	clade	WA
MT724770	clade	CA
MT724771	clade	CA
MT724772	clade	CA
MT903337	clade	WA
MT903338	clade	WA
MT903339	clade	WA
MT903340	clade	WA
MT903341	clade	WA
MT903342	clade	WA
MT903343	clade	WA
MT903344	clade	WA
MT903345	clade	WA
MT903346	clade	WA
MT903347	clade	WA
